_id,email,password,name,role,phoneNo,gender,dateOfBirth,address,city,state,postcode,country,photoUrl,clientInfo,lastLogin,isActive,otpToken,createdAt,updatedAt
1777596c921a22beeb2e662a,admin@demoecommerce.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Rafiqul Islam,admin,01711000000,Male,1988-03-15T00:00:00.000Z,"House 1, Road 1, Gulshan 1",Dhaka,Dhaka,1212,Bangladesh,,"{""device"":""pc"",""browser"":""Chrome"",""ipAddress"":""103.67.156.1"",""pcName"":""ADMIN-PC"",""os"":""Windows 11"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36""}",2026-08-14T09:00:00.000Z,true,,2026-01-05T10:00:00.000Z,2026-08-15T16:45:41.289Z
eda3ce26cbbe1d4495ca1aef,manager@demoecommerce.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Sumaiya Akter,manager,01712000000,Female,1992-07-22T00:00:00.000Z,"House 22, Road 7, Banani",Dhaka,Dhaka,1213,Bangladesh,,"{""device"":""pc"",""browser"":""Firefox"",""ipAddress"":""103.67.156.2"",""pcName"":""MANAGER-PC"",""os"":""Windows 11"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0)""}",2026-08-13T14:30:00.000Z,true,,2026-01-05T10:05:00.000Z,2026-08-15T16:45:41.289Z
d5fda4337214001f27f2b6ee,ayesha.rahman@gmail.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Ayesha Rahman,customer,01711001101,Female,1996-04-12T00:00:00.000Z,"House 12, Road 5, Dhanmondi",Dhaka,Dhaka,1205,Bangladesh,,"{""device"":""mobile"",""browser"":""Chrome"",""ipAddress"":""103.67.156.12"",""pcName"":"""",""os"":""Android 14"",""userAgent"":""Mozilla/5.0""}",2026-08-14T10:00:00.000Z,true,,2026-02-01T09:00:00.000Z,2026-08-15T16:45:41.289Z
821a55413ef7d685b7a5fd5f,tanvir.hasan@gmail.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Tanvir Hasan,customer,01822002202,Male,1993-11-03T00:00:00.000Z,"Flat 3B, Lake View Apartments, Gulshan 2",Dhaka,Dhaka,1212,Bangladesh,,"{""device"":""pc"",""browser"":""Firefox"",""ipAddress"":""203.188.224.9"",""pcName"":""USER2-PC"",""os"":""Windows 11"",""userAgent"":""Mozilla/5.0""}",2026-08-13T10:00:00.000Z,true,,2026-02-02T09:00:00.000Z,2026-08-15T16:45:41.289Z
a1eb2436da1d2674109acf80,nusrat.jahan@outlook.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Nusrat Jahan,customer,01633003303,Female,1998-07-25T00:00:00.000Z,"House 45, Road 11, Banani",Dhaka,Dhaka,1213,Bangladesh,,"{""device"":""mobile"",""browser"":""Safari"",""ipAddress"":""119.30.47.201"",""pcName"":"""",""os"":""iOS 17"",""userAgent"":""Mozilla/5.0""}",2026-08-12T10:00:00.000Z,true,,2026-02-03T09:00:00.000Z,2026-08-15T16:45:41.289Z
98cdc888a96718076bc935b8,mashrafe.karim@gmail.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Mashrafe Karim,customer,01944004404,Male,1990-01-18T00:00:00.000Z,"House 7, Road 3, Uttara Sector 7",Dhaka,Dhaka,1230,Bangladesh,,"{""device"":""pc"",""browser"":""Chrome"",""ipAddress"":""114.130.24.77"",""pcName"":""USER4-PC"",""os"":""Windows 10"",""userAgent"":""Mozilla/5.0""}",2026-08-11T10:00:00.000Z,true,,2026-02-04T09:00:00.000Z,2026-08-15T16:45:41.289Z
95faeb780ca3fe1fcc170b4d,farhana.mim@gmail.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Farhana Mim,customer,01555005505,Female,2001-09-08T00:00:00.000Z,"House 23, Road 8, Mohammadpur",Dhaka,Dhaka,1207,Bangladesh,,"{""device"":""mobile"",""browser"":""Chrome"",""ipAddress"":""103.154.236.55"",""pcName"":"""",""os"":""Android 13"",""userAgent"":""Mozilla/5.0""}",2026-08-10T10:00:00.000Z,true,,2026-02-05T09:00:00.000Z,2026-08-15T16:45:41.289Z
408da74f2fd4100d31f67c28,shakil.ahmed@yahoo.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Shakil Ahmed,customer,01366006606,Male,1995-03-29T00:00:00.000Z,"House 89, Road 2, Khilgaon",Dhaka,Dhaka,1219,Bangladesh,,"{""device"":""pc"",""browser"":""Edge"",""ipAddress"":""182.160.110.33"",""pcName"":""USER6-PC"",""os"":""Windows 11"",""userAgent"":""Mozilla/5.0""}",2026-08-09T10:00:00.000Z,true,,2026-02-06T09:00:00.000Z,2026-08-15T16:45:41.289Z
1f662045a820b2c5124f8385,tasnim.chowdhury@gmail.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Tasnim Chowdhury,customer,01777007707,Female,1997-12-02T00:00:00.000Z,"House 15, Road 9, Mirpur DOHS",Dhaka,Dhaka,1216,Bangladesh,,"{""device"":""mobile"",""browser"":""Safari"",""ipAddress"":""103.61.12.199"",""pcName"":"""",""os"":""iOS 16"",""userAgent"":""Mozilla/5.0""}",2026-08-08T10:00:00.000Z,true,,2026-02-07T09:00:00.000Z,2026-08-15T16:45:41.289Z
64374044f38699c23ca58500,imran.hossain@gmail.com,$2b$12$daonVNqLWBwWX.tjLKEJ.eh9/Wb8moJjGmZu2iD47yjveuA6XJMOK,Imran Hossain,customer,01888008808,Male,1992-06-14T00:00:00.000Z,"House 34, Road 12, Rampura",Dhaka,Dhaka,1219,Bangladesh,,"{""device"":""pc"",""browser"":""Chrome"",""ipAddress"":""123.49.50.164"",""pcName"":""USER8-PC"",""os"":""Windows 11"",""userAgent"":""Mozilla/5.0""}",2026-08-07T10:00:00.000Z,true,,2026-02-08T09:00:00.000Z,2026-08-15T16:45:41.289Z
